UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage ,Event Source,Event Souce ID
UEI-IMD-FL-2015-0059,2015-09-27,2015-09-28,1,Heavy Rain,NA,"Kannur, Wayanad",KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Damage to 3.5 acres of Paddy crops reported. ii) Loss worth lakhs of rupees reported as 2 acres of land damaged. iii) Many roads washed away,IMD,NA
UEI-IMD-FL-2015-0060,2015-08-10,2015-09-10,31,Heavy Rain,NA,Thiruvananthapuram,KERALA,NA,NA,NA,NA,NA,1,NA,NA,One person injured,"i) Damage to Agricultural crops including Rubber, Coconut trees reported. ii) Damage to more than 150 houses reported.",IMD,NA
UEI-IMD-FL-2015-0061,2015-10-30,2015-10-31,1,Heavy Rain,NA,Thiruvananthapuram,KERALA,NA,NA,NA,NA,NA,NA,NA,100,More than 100 hens perished.,i) Extensive damage to Agricultural crops reported. ii) About 150 houses inundated. iii) Low lying areas flooded. iv) Several trees / electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,NA
UEI-IMD-FL-2015-0062,2015-01-11,2015-11-21,314,Heavy Rain,NA,"Ernakulam, Malappuram, Pathanamthitta, Thiruvananthapuram",KERALA,NA,NA,NA,NA,2,NA,NA,NA,2 persons died,"i) Damage to Agricultural crops including Banana, Tapioca, Betelleaves, vegetables reported. ii) Several houses inundated & complete damage to 11 houses reported. iii) Many people shifted to safer places. iv) Damage to about 70 vehicles reported. v) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply",IMD,NA
UEI-IMD-FL-2015-0063,2015-08-12,2015-12-19,129,Heavy Rain,NA,"Alappuzha, Thiruvananthapuram",KERALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) Damage to more than 2000 acres of Paddy cultivation and agricultural crops including Rubber, Banana, Tapioca, Yam, vegetables reported. ii) Low lying areas flooded. iii) Tones of the seeds washed away. iv) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply",IMD,NA
UEI-IMD-FL-2015-0064,2015-07-19,2015-07-21,2,Heavy rains & Floods in Kshipra river,NA,"Betul, Burhanpur, Harda, Indore, Khandwa Sehore, Ujjain, Vidisha",MADHYA PRADESH,NA,NA,NA,NA,15,5,NA,NA,15 persons died including 5 people swept away in flood water.,"i) About 6300 people affected. ii) Railway, Bus, electricity & telephone services disrupted",IMD,NA
UEI-IMD-FL-2015-0065,2015-08-13,2015-08-13,0,Flood,NA,Betul,MADHYA PRADESH,NA,NA,NA,NA,1,NA,NA,NA,One woman swept away,NA,IMD,NA
UEI-IMD-FL-2015-0066,2015-07-06,2015-06-16,Diffing the dates,Heavy rains,NA,"Aurangabad, Beed, Hingoli., Jalna, Latur, Nanded, Osmanabad, Parbhani",MAHARASHTRA,NA,NA,NA,NA,17,NA,NA,NA,17 persons died,i) Roofs of houses blown away. ii) Several trees / electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,NA
UEI-IMD-FL-2015-0067,2015-06-23,2015-06-23,0,Heavy rains,NA,a) Pune b) Nagpur ,MAHARASHTRA,NA,NA,NA,NA,6,NA,NA,NA,3 persons died due to landslide on Pune Express way. 3 persons died in Nagpur,i) Several areas inundated. ii) Normal life paralyzed,IMD,NA
UEI-IMD-FL-2015-0068,2015-07-20,2015-07-20,0,Heavy rains,NA,Pune,MAHARASHTRA,NA,NA,NA,NA,2,3,NA,NA,2 persons died & 3 other injured due to landslide on car on Pune Express way,NA,IMD,NA
UEI-IMD-FL-2015-0069,2015-07-28,2015-07-28,0,Heavy rains,NA,Mumbai,MAHARASHTRA,NA,NA,NA,NA,4,NA,NA,NA,4 persons died at Vakola Santacruz,NA,IMD,NA
UEI-IMD-FL-2015-0070,2015-07-29,2015-07-29,0,Heavy rains,NA,"Mumbai, Mumbai Suburban, Thane ",MAHARASHTRA,NA,NA,NA,NA,9,10,NA,NA,9 persons died & 10 injured.,NA,IMD,NA
UEI-IMD-FL-2015-0071,2015-06-08,2015-08-14,67,Heavy rains,NA,"Akola, Amravati, Chandrapur, Nagpur, Wardha ",MAHARASHTRA,NA,NA,NA,NA,8,1,NA,NA,7 persons died & one cyclist swept away in Nagpur . One teenage injured due to wall collapsed in Chandrapur Dist.,"i) Wide spread damage to crops reported.  ii) Damage to many houses reported. iii) Thousands of people affected. iv) Water logging in at most places including Railway Station, Bus stand & over bridge.  v) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.",IMD,NA
UEI-IMD-FL-2015-0072,2015-06-17,2015-06-17,0,Heavy rains,NA,Parts of Meghalaya ,MEGHALAYA,NA,NA,NA,NA,5,NA,NA,NA,5 persons died,NA,IMD,NA
UEI-IMD-FL-2015-0073,2015-01-08,2015-01-08,0,Heavy rains,NA,Keonjhar,ODISHA,NA,NA,NA,NA,1,NA,NA,NA,One person died. ,NA,IMD,NA
UEI-IMD-FL-2015-0074,2015-02-08,2015-02-08,0,Heavy rains,NA,"Angul, Keonjhar ",ODISHA,NA,NA,NA,NA,5,NA,NA,NA,5 persons drowned,NA,IMD,NA
UEI-IMD-FL-2015-0075,2015-09-14,2015-09-16,2,Heavy rains & Flood,NA,"Koraput, Nabarangpur , Kalahandi, Kandhamal, Malkangiri",ODISHA,NA,NA,NA,NA,4,NA,NA,NA,4 persons died. ,4 persons died. ,IMD,NA
UEI-IMD-FL-2015-0076,2015-01-06,2015-09-30,267,Heavy rains,NA,"Amritsar, Bhatinda, Barmala, Firozpur, Fazilka,  Jalandhar, Moga, Pathankot, Roopnagar, Sangrur, Sri Mukatsar Sahib, Taran-Taran ",PUNJAB,NA,NA,NA,NA,11,NA,NA,14,11 people died &14 cattle heads perished ,"Damage to 70894 acres of crops of estimated value of Rs. 55 crore reported. ii) 31,754 populations affected. iii) Loss of estimated cost Rs.46,78,900/- reported as 226 houses damaged. ",IMD,NA
UEI-IMD-FL-2015-0077,2015-03-14,2015-03-15,1,Heavy rains,NA,26 districts of Rajasthan,RAJASTHAN,NA,NA,NA,NA,15,NA,NA,1381,15 persons died & 1381 livestock perished. ,"Extensive damage to Wheat, Gram, Masur, Mustard etc, Rabbi crops & all types of vegetables (near about 50 to 70%) for all districts reported. ii) Damage to 4964 houses reported. ",IMD,NA
UEI-IMD-FL-2015-0078,2015-07-22,2015-07-31,9,Heavy rains,NA,"Ajmer, Barmer, Bhilwara, Bikaner, Dholpur, Jalore, Jhalawar, Nagaur, Pali, Sirohi ",RAJASTHAN,NA,NA,NA,NA,20,NA,NA,50,20 people died & 50 cattleheads perished,Damage to 50 house in manohar Thana Tehsil of Jhalwar district reported.,IMD,NA
UEI-IMD-FL-2015-0079,2015-01-08,2015-05-08,120,Heavy rains,NA,Parts of Rajasthan ,RAJASTHAN,NA,NA,NA,NA,41,NA,NA,NA,41 persons died,"i) Damage to Wheat, Gram, Masur, Mustard etc, Rabbi crops & all types of vegetables reported. ii) Damage to several houses reported.",IMD,NA
UEI-IMD-FL-2015-0080,2015-08-16,2015-08-16,0,Heavy rains,NA,Pali,RAJASTHAN,NA,NA,NA,NA,2,NA,NA,NA,2 persons died. ,NA,IMD,NA
UEI-IMD-FL-2015-0081,2015-01-07,2015-01-07,0,Heavy rains,NA,Parts of Sikkim ,SIKKIM,NA,NA,NA,NA,18,NA,NA,NA,18 persons died due to landslide,Landslide,IMD,NA
UEI-IMD-FL-2015-0082,2015-05-07,2015-05-07,0,Heavy rains,NA,Parts of Sikkim ,SIKKIM,NA,NA,NA,NA,41,NA,NA,NA,41 persons died due to landslide,Massive landslide. ,IMD,NA
UEI-IMD-FL-2015-0083,2015-12-04,2015-12-04,0,Heavy rains,NA,Virudhnagar,TAMIL NADU,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Damage to 30,000 tons of Mangoes reported",IMD,NA
UEI-IMD-FL-2015-0084,2015-04-21,2015-04-21,0,Heavy rains,NA,Thiruvarur,TAMIL NADU,NA,NA,NA,NA,1,1,NA,NA,One person died & one injured due to wall collapse,NA,IMD,NA
UEI-IMD-FL-2015-0085,2015-04-25,2015-04-25,0,Heavy rains,NA,Vellore,TAMIL NADU,NA,NA,NA,NA,3,NA,NA,NA,3 persons died,NA,IMD,NA
UEI-IMD-FL-2015-0086,2015-05-14,2015-05-14,0,Heavy rains,NA,Coimbatore and Pudukkottai,TAMIL NADU,NA,NA,NA,NA,NA,NA,NA,NA, 3 persons died due to house collapse,NA,IMD,NA
UEI-IMD-FL-2015-0087,2015-05-17,2015-05-19,2,Heavy rains,NA,"Thiruvallur, Virudhnagar",TAMIL NADU,NA,NA,NA,NA,11,NA,NA,NA,8 persons died & 3 children washed away,NA,IMD,NA
UEI-IMD-FL-2015-0088,2015-06-17,2015-06-17,0,Heavy rains,NA,Chennai,TAMIL NADU,NA,NA,NA,NA,1,NA,NA,NA,One person died due to wall collapse.,NA,IMD,NA
UEI-IMD-FL-2015-0089,2015-06-21,2015-06-21,0,Heavy rains,NA,Niligiris,TAMIL NADU,NA,NA,NA,NA,1,NA,NA,NA,One person died,NA,IMD,NA
UEI-IMD-FL-2015-0090,2015-07-17,2015-07-17,0,Heavy rains,NA,Chennai,TAMIL NADU,NA,NA,NA,NA,1,NA,NA,NA,One person died due to wall collapse,NA,IMD,NA
UEI-IMD-FL-2015-0091,2015-09-11,2015-09-11,0,Heavy rains,NA,Most Parts of Tamil Nadu,TAMIL NADU,NA,NA,NA,NA,13,NA,NA,NA,13 persons died in different incidences,i) 2000 acres of Paddy fields submerged ii) Damage to 900 acres of Banana crops reported. iii) Power generation stopped as the mines flooded in Cuddalore Dist. iv) Damage to 45 thatched houses reported,IMD,NA
UEI-IMD-FL-2015-0092,2015-11-11,2015-11-13,2,Heavy rains,NA,"Chennai, Cuddalore, Dharampuri, Erode, Niligiris, Thiruvallur, Toothukudi, Villupuram",TAMIL NADU,NA,NA,NA,NA,25,NA,NA,NA,25 persons died in different incidences.,i) Damage to more than 28 houses reported. ii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supp,IMD,NA
UEI-IMD-FL-2015-0093,2015-11-18,2015-11-22,4,Heavy rains,NA,"Chennai, Cuddalore, Kanchipuram, Kanyakumari, Krishnagiri, Nagapattinam, Pudukottai, Tiruneveli, Tiruvannamalai, Thiruvarur, Toothukudi, Villupuram",TAMIL NADU,NA,NA,NA,NA,47,NA,NA,240,"Total 47 persons died. Chennai -7, Cuddalore-16, Kanchipuram - 4, Kanyakumari - 2, Krishnagiri - 2, Nagapattinam - 3, PudukottaiÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ1, Tiruneveli - 1, Tiruvannamalai - 2, Thiruvarur-1,Toothukudi - 1, Villupuram ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â€šÂ¬Ã…â€œ 7 & 240 cattle heads perished",i) 2000 hectares of Paddy crops submerged. ii) Damage to several houses reported. iii) Several trees / electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,NA
UEI-IMD-FL-2015-0094,2015-11-23,2015-11-23,0,Heavy rains,NA,Most Parts of Tamil Nadu,TAMIL NADU,NA,NA,NA,NA,50,NA,NA,NA,50 persons died.,i) Damage to 300 houses reported. ii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,NA
UEI-IMD-FL-2015-0095,2015-11-28,2015-11-30,2,Heavy rains & Floods (Adyar river),NA,"Chennai, Villupuram",TAMIL NADU,NA,NA,NA,NA,32,NA,NA,NA,32 persons died,i) Extensive damage to 2800 hectares of Paddy field reported. ii) Damage to several houses reported. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,NA
UEI-IMD-FL-2015-0096,2015-01-12,2015-03-12,59,Heavy rains,NA,Most Parts of Tamil Nadu,TAMIL NADU,NA,NA,NA,NA,17,NA,NA,NA,17 persons died,i) Damage to crops reported. ii) Damage to many houses reported. iii) Several trees / electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,NA
UEI-IMD-FL-2015-0097,2015-08-12,2015-11-12,92,Heavy rains,NA,Most Parts of Tamil Nadu,TAMIL NADU,NA,NA,NA,NA,30,NA,NA,1210,30 persons died. 1210 cattle heads perished.,"i) Extensive damage to 25 hectares of Paddy crops reported. ii) 20,000 hectares of Cotton plants submerged. iii) Damage to 5631 huts fully & 331 huts partially reported. iv) Damage to around 25 lakh vehicles reported",IMD,NA
UEI-IMD-FL-2015-0098,2015-06-04,2015-12-04,183,Heavy rains,NA,"Adilabad, Karimnagar, Khammam, Mahbubnagar, Medak, Nalgonda, Nizamabad, Rangareddy and Waranga",TELANGANA,NA,NA,NA,NA,5,NA,NA,91,5 persons died & 91 cattleheads perished.,i) Damage to 40131.88 hectares of Agricultual crops & 35175.2 hectares of Horticulture crops reported. ii) Damage to about 286 houses reported,IMD,NA
UEI-IMD-FL-2015-0099,2015-04-04,2015-04-04,0,Heavy rains,NA,"Barabanki, Mainpuri, Sitapur",UTTAR PRADESH,NA,NA,NA,NA,12,NA,NA,NA,12 persons died.,i) Damage to crops reported. ii) Damage to several houses reported.,IMD,NA
UEI-IMD-FL-2015-0100,2015-11-07,2015-12-07,30,Heavy rains,NA,"Bareilly, Budaun, Bulandshahar, Etah, Etawah, Farrukhabad, Hamirpur, Sitapur, Shahjahanpur, Unnao (U.P",UTTAR PRADESH,NA,NA,NA,NA,15,NA,NA,NA,15 persons died,i) Damage to crops reported. ii) Damage to many houses reported,IMD,NA
UEI-IMD-FL-2015-0101,2015-10-28,2015-10-28,0,Heavy rains,NA,West U.P,UTTAR PRADESH,NA,NA,NA,NA,2,NA,NA,NA,2 persons died & several injured,i) Damage to crops reported. ii) Damage to few houses reported.,IMD,NA
UEI-IMD-FL-2015-0102,2015-01-12,2015-01-12,0,Heavy rains,NA,South-west Uttar Pradesh,UTTAR PRADESH,NA,NA,NA,NA,5,NA,NA,NA,5 persons died & many injured,i) Damage to crops reported. ii) Damage to several houses reported,IMD,NA
UEI-IMD-FL-2015-0103,2015-07-26,2015-07-26,0,Heavy rains,NA,Parts of Uttarakhand,UTTARAKHAND,NA,NA,NA,NA,1,NA,NA,NA,One person died,NA,IMD,NA
UEI-IMD-FL-2015-0104,2015-01-07,2015-10-07,273,Heavy rains,NA,"Darjeeling, Kolkata",WEST BENGAL,NA,NA,NA,NA,39,8,NA,NA,39 persons died & 8 others missing,i) Damage to crops reported. ii) Damage to several houses reported. iii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply,IMD,NA
UEI-IMD-FL-2015-0105,2015-07-20,2015-07-24,4,Heavy rains,NA,"South 24 Paraganas, South Dinajpur",WEST BENGAL,NA,NA,NA,NA,5,NA,NA,NA,5 persons died,i) Damage to crops reported. ii) Damage to several houses reported.,IMD,NA
UEI-IMD-FL-2015-0106,2015-02-12,2015-02-12,0,Heavy rains,NA,Puducherry,PUDUCHERRY,NA,NA,NA,NA,2,NA,NA,NA,2 persons died,NA,IMD,NA
UEI-IMD-FL-2016-0001,2016-07-14,2016-07-14,0,Heavy rains,NA,East Godavari,ANDHRA PRADESH,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) Coconut Grooves, Banana plantations & Paddy fields submerged in 10 mandals of Konaseema & 6 mandals of Amalapuram. ii) People from 25 major villages affected. ",IMD,NA
UEI-IMD-FL-2016-0002,2016-09-15,2016-09-16,1,Flash flood,NA,Visakhapatnam,ANDHRA PRADESH,NA,NA,NA,NA,3,NA,NA,NA,3 persons washed away,NA,IMD,NA
UEI-IMD-FL-2016-0003,2016-01-09,2016-09-30,265,Heavy rains & floods,NA,"Guntur, Kurnool, Visakhapatnam, Vizianagaram ",ANDHRA PRADESH,NA,NA,NA,NA,20,429,NA,39562,"Total 20 persons died &  429 others injured. 39,562  birds perished. Guntur - 7, Kurnool -2, Visakhapatnam - 9, Vizianagaram ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 2. ","i) Damage to 49,035 hectares of crops reported. ii) Damage to 16807 houses, 17 school buildings & 48 Panchayat Raj buildings  reported. iii) Damage to 46 boats reported. iv) Damage to roads reported. v) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply. ",IMD,NA
UEI-IMD-FL-2016-0004,2016-04-22,2016-04-22,0,Heavy rains (Massive landslide),NA,Tawang ,ARUNACHAL PRADESH,NA,NA,NA,NA,17,NA,NA,NA,17 Person died,Damage to several dwelling houses reported,IMD,NA
UEI-IMD-FL-2016-0005,2016-04-24,2016-04-27,3,Heavy rains,NA,Chanlang,ARUNACHAL PRADESH,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 families rendered homeless.,IMD,NA
UEI-IMD-FL-2016-0006,2016-01-07,2016-01-07,0,Massive landslide,NA,West Kameng ,ARUNACHAL PRADESH,NA,NA,NA,NA,10,5,NA,NA,10 persons died & 5 others injured. ,Damage to 4 houses completely & 9 buildings partially reported.,IMD,NA
UEI-IMD-FL-2016-0007,2016-05-08,2016-05-08,0,Heavy rains (Landslide),NA,Tawang ,ARUNACHAL PRADESH,NA,NA,NA,NA,3,NA,NA,NA,3 persons died. ,8 houses collapsed. ,IMD,NA
UEI-IMD-FL-2016-0008,2016-11-09,2016-12-09,30,Heavy rains & Flood in Sigin river,NA,Upper Subansiri ,ARUNACHAL PRADESH,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Damage to huge quantity of standing crops reported. ii) The entire town Daporijo inundated. iii) Commodity of Daporijo market damaged. ,IMD,NA
UEI-IMD-FL-2016-0009,2016-04-21,2016-04-21,0,Flood (Janji river),NA,Jorhat,ASSAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Extensive damage to huge amount of standing crops reported. ii) At least 15 villages inundated. ,IMD,NA
UEI-IMD-FL-2016-0010,2016-04-24,2016-04-27,3,Flood  ( Brahmaputra  and tributaries),NA,"Cachar, Charaideo,  Dhubri, Dibrugarh, Jorhat, Lakhimpur, Sivsagar",ASSAM,NA,NA,NA,NA,8,NA,NA,NA,8 persons died,"i) About 86,905 people of 7 districts affected. ii) Damage to cropland of area 5009 hectares reported. ",IMD,NA
UEI-IMD-FL-2016-0011,2016-05-17,2016-05-17,0,Landslide,NA,"Halkandi, Karimganj ",ASSAM,NA,NA,NA,NA,11,4,NA,NA,"Total 11 persons died. 5 persons died, 4 injured in Halkandi district  & 6 persons died in Karimganj district",Landslide reported. ,IMD,NA
UEI-IMD-FL-2016-0012,2016-05-18,2016-05-18,0,Flood (Kapili river),NA,Nagaon,ASSAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,i) Huge cropland submerged. ii) More than 20 villages inundated. ,IMD,NA
UEI-IMD-FL-2016-0013,2016-06-19,2016-06-25,6,Flood  ( Brahmaputra and tributaries),NA,"Baska, Barpeta, Dhemaji, Lakhimpur, Sonitpur ",ASSAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i) About 26,111 population of 68 villages affected.  ii) Damage to cropland of area 3598.86 hectares reported.   ",IMD,NA
UEI-IMD-FL-2016-0014,2016-03-07,2016-07-07,122,Flood  ( Brahmaputra and tributaries),NA,"Barpeta, Golaghat, Jorhat, Kamrup (M), Lakhimpur, Marigaon, Nagaon, Sonitpur ",ASSAM,NA,NA,NA,NA,2,6,NA,NA,2 persons died & 6 others injured due to landslide in Kamrup (M) Dist. on 7th Jul. ,"i) About 1,52,977 population of 294 villages in 8 districts affected.  ii) Crop land of area 26.86 hectares affected. ",IMD,NA
UEI-IMD-FL-2016-0015,2016-07-07,2016-07-07,0,Heavy rain,NA,Guwahati,ASSAM,NA,NA,NA,NA,2,2,NA,NA,2 youths died & 2 others injured due to wall collapse at 11th Mile area at Jorabat near Guwahati,Vehicular traffic badly affected due to water logging. ,IMD,NA
UEI-IMD-FL-2016-0016,2016-07-13,2016-07-18,5,Flood  ( Brahmaputra and tributaries),NA,"Golaghat, Jorhat, Lakhimpur, Marigaon, Sonitpur ",ASSAM,NA,NA,NA,NA,2,2,NA,NA,2 persons died & 2 others injured. ,"i) 1,87,738 population of 310 villages affected. ii) Crop land of area 16,240.47 hectares & 815 bighas affected",IMD,NA
UEI-IMD-FL-2016-0017,2016-07-14,2016-07-14,0,Landslide,NA,Kamrup (M) ,ASSAM,NA,NA,NA,NA,2,NA,NA,NA,2 persons died. ,NA,IMD,NA
UEI-IMD-FL-2016-0018,2016-07-21,2016-07-31,10,Flood  ( Brahmaputra and tributaries),NA,"Barpeta, Bongaigaon, Chirang, Darrang, Dhemaji, Dhubri, Dibrugarh, Golaghat, Goalpara, Jorhat, Kamrup, Karbi Anglong, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sivsagar, Sonitpur, Tinsukia ",ASSAM,NA,NA,NA,NA,22,NA,NA,NA,22 person died,"i) 18,99,470 population of 3374 villages affected.  ii) Crop land of area 2,13,251.52 hectares affected. ",IMD,NA
UEI-IMD-FL-2016-0019,2016-01-08,2016-05-08,121,Flood  ( Brahmaputra and tributaries,NA,"Barpeta, Bongaigaon, Chirang, Darrang, Dhemaji, Dhubri, Dibrugarh, Golaghat, Goalpara, Jorhat, Kabri Analong, Kamrup (M), Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sivsagar, Sonitpur, South Kamrup, Tinsukia ",ASSAM,NA,NA,NA,NA,3,NA,NA,229,"3 persons died. 8 rhinos & 221 hog deer perished in Kaziranga National Park in the district Golaghat, Nagaon","i) Cropland of area 1,00,651.71 hectares affected. ii) 11,00,618 population from 1659 villages of 21 districts affected. ",IMD,NA
UEI-IMD-FL-2016-0020,2016-08-13,2016-08-13,0,Heavy rains (Landslide),NA,Guwahati,ASSAM,NA,NA,NA,NA,2,NA,NA,NA,2 persons died. ,NA,IMD,NA
UEI-IMD-FL-2016-0021,2016-01-09,2016-07-09,182,Flood  ( Brahmaputra and tributaries,NA,"Dhemaji, Lakhimpur and Udalguri ",ASSAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,"i)Cropland of area 1,382.53 hectares affected. ii) 24,540 population from 32 villages affected.",IMD,NA
UEI-IMD-FL-2016-0022,2016-09-13,2016-09-16,3,Flood  ( Brahmaputra and tributaries,NA,Cachar  and  Dhemaji,ASSAM,NA,NA,NA,NA,NA,NA,NA,NA,Several person injured,"i) Cropland of area 1,804.36 hectares affected. ii) 950 population from 71 villages of 2 districts affected.",IMD,NA
UEI-IMD-FL-2016-0023,2016-05-18,2016-05-18,0,Heavy Rain,NA,"Araria, Bhagalpur, Katihar, Kishanganj,  Lakhisarai, Madhepura,  Madhubani, Munger, Purnea, Supaul, Saharsa",BIHAR,NA,NA,NA,NA,12,NA,NA,NA,12 Person died & several othre injured,i) Damage to standing crops reported. ii) Damage to several thatched houses reported. iii) Several trees/electric poles uprooted. ,IMD,NA
UEI-IMD-FL-2016-0024,2016-07-25,2016-07-27,2,Heavy Rain,NA,"Araria, Bhagalpur, Darbhanga,  Katihar, Kishanganj,  Madhepura,  Purnea, Supaul ",BIHAR,NA,NA,NA,NA,17,NA,NA,NA,17 persons died.  ,i) Damage to crops reported. ii) 17.25 lakh population of 1448 villages affected,IMD,NA
UEI-IMD-FL-2016-0025,2016-12-08,2016-12-08,0,Heavy Rain & floods in Punpun & Falgu river,NA,"Gaya, Patna ",BIHAR,NA,NA,NA,NA,1,NA,NA,12,One child & 12 cattle heads washed away in falgu river of Gaya Dist. ,"Damage to the bridge on the river Punpun near Siswa Chawak, Patna reported. ",IMD,NA
UEI-IMD-FL-2016-0026,2016-08-17,2016-08-21,4,Floods in Ganga & tributaries,NA,"Patna, Saran, Vaishali ",BIHAR,NA,NA,NA,NA,9,NA,NA,NA,"Total 9 persons died. Patna - 1, Saran - 7, Vaishali ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ 1 ",i) 600 acres of Paddy crops submerged. ii) Several trees/electric poles uprooted,IMD,NA
